"Time","64 sinus 2","63 Ramp down","62 Ramp up","61 right DS","60 left DS","59 lHL swoff","58 lHL swon","57 rHL swoff","56 rHL swon","55 lFL swoff","54 lFL swon","53 rFL swoff","52 rFL swon","51 CoM peak","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.01262,0.00402,-0.02124,-0.01453,0.00867,-0.01412,0.00575,0.00261,0.00015,0.10607,3.27720
0.001,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.01655,0.00382,-0.01977,-0.01379,0.00928,-0.01133,0.00334,0.00452,0.00015,0.06899,3.27715
0.002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.02551,0.00402,-0.02065,-0.00889,0.00726,-0.01475,0.00823,0.00266,-0.00015,0.06282,3.27730
0.003,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.01970,0.00351,-0.01984,-0.01824,0.00906,-0.01308,0.00356,0.00450,-0.00015,0.11731,3.27740
0.004,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.02130,0.00350,-0.02073,-0.01332,0.00878,-0.01316,0.00444,0.00206,0.00015,0.09960,3.27710
0.005,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.02498,0.00402,-0.02090,-0.01397,0.00838,-0.01407,0.00422,0.00229,0.00001,0.08617,3.27681
0.006,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.02074,0.00401,-0.02232,-0.01290,0.00872,-0.01396,0.00334,0.00278,-0.00013,0.07463,3.27665
0.007,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.02162,0.00285,-0.02006,-0.01470,0.00907,-0.01356,0.00650,0.00326,-0.00015,0.09305,3.27656
0.008,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.01954,0.00362,-0.02028,-0.01542,0.00872,-0.01342,0.00490,0.00294,0.00000,0.09514,3.27694
0.009,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.01021,0.00248,-0.02294,-0.01589,0.00945,-0.01111,0.00116,0.00289,0.00001,0.09609,3.27727
0.010,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,-0.00096,0.00331,-0.02135,-0.01358,0.00835,-0.01266,0.00710,0.00313,-0.00029,0.08650,3.27720
0.011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.039673,69.180641,105.626900,57.725670,5.663508,15.809421,4.616132,15.681441,6.203803,17.578003,0,4.731334,14.248665,6.503139,11.822607,8.702961,15.616035,8.643693,14.422189,8.730839,13.833387,9.082745,13.353662,,,11.062597,14.075923,10.858483,14.855669,0,-0.00865,0.00370,-0.02028,-0.01039,0.00898,-0.01251,0.00308,0.00371,0.00044,0.07072,3.27710
0.012,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.200882,68.617889,105.276329,57.530140,5.669805,15.806551,4.617591,15.683901,6.203798,17.565153,0,4.725603,14.237991,6.501019,11.810420,8.713305,15.610529,8.644142,14.408307,8.729383,13.824512,9.088371,13.334406,,,11.061905,14.069568,10.857382,14.845330,0,-0.04023,0.00087,-0.02148,-0.01614,0.00828,-0.01266,0.00528,0.00448,0.00015,0.10420,3.27679
0.013,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.362076,68.055138,104.925766,57.334610,5.676101,15.803682,4.619050,15.686360,6.203794,17.552301,0,4.719871,14.227318,6.498898,11.798232,8.723648,15.605023,8.644592,14.394425,8.727929,13.815637,9.093997,13.315151,,,11.061213,14.063211,10.856280,14.834991,0,-0.00901,0.00494,-0.02116,-0.01222,0.00885,-0.01170,0.00402,0.00215,-0.00001,0.11524,3.27655
0.014,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.523285,67.492386,104.575195,57.139080,5.682397,15.800813,4.620508,15.688820,6.203789,17.539452,0,4.714139,14.216644,6.496777,11.786045,8.733991,15.599517,8.645042,14.380544,8.726474,13.806761,9.099624,13.295896,,,11.060520,14.056856,10.855178,14.824653,0,-0.02964,0.00249,-0.02040,-0.01542,0.00841,-0.01283,0.00557,0.00287,-0.00014,0.08731,3.27686
0.015,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.703522,66.957954,104.268143,56.978397,5.688147,15.797896,4.622387,15.690788,6.203573,17.526159,0,4.709222,14.206042,6.495200,11.774645,8.743777,15.594957,8.645445,14.367783,8.725104,13.798346,9.104201,13.277586,9.830238,14.448584,11.060195,14.050685,10.854221,14.814789,0,-0.01574,0.00458,-0.02020,-0.01373,0.00986,-0.01307,0.00560,0.00336,0.00015,0.07496,3.27715
0.016,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.020691,66.627335,104.274239,57.068508,5.689956,15.794636,4.627298,15.689216,6.201839,17.509689,0,4.710166,14.195957,6.497541,11.768910,8.749551,15.597212,8.645509,14.363080,8.724342,13.793244,9.101229,13.266078,9.830224,14.440301,11.062515,14.045837,10.854304,14.808344,0,-0.01674,0.00427,-0.02095,-0.01400,0.00814,-0.01274,0.00273,0.00373,0.00015,0.10133,3.27730
0.017,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.337845,66.296722,104.280342,57.158619,5.691765,15.791374,4.632209,15.687644,6.200105,17.493221,0,4.711112,14.185873,6.499883,11.763175,8.755325,15.599466,8.645574,14.358378,8.723581,13.788142,9.098256,13.254570,9.830210,14.432019,11.064835,14.040990,10.854387,14.801900,0,-0.02089,0.00362,-0.01892,-0.01252,0.00793,-0.01365,0.00991,0.00225,-0.00013,0.10596,3.27737
0.018,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.655014,65.966103,104.286446,57.248734,5.693574,15.788114,4.637120,15.686071,6.198370,17.476753,0,4.712056,14.175788,6.502224,11.757441,8.761100,15.601721,8.645638,14.353677,8.722819,13.783040,9.095284,13.243063,9.830194,14.423738,11.067155,14.036142,10.854470,14.795456,0,-0.01872,0.00321,-0.01914,-0.01530,0.00864,-0.01209,0.02038,0.00350,0.00000,0.09517,3.27684
0.019,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.954651,65.666214,104.280708,57.346256,5.695675,15.784898,4.642282,15.685881,6.197079,17.460695,0,4.712699,14.165775,6.505369,11.751287,8.766906,15.604366,8.645576,14.349527,8.722604,13.777988,9.093686,13.231945,9.830059,14.415686,11.069256,14.031543,10.854675,14.789345,0,-0.01783,0.00391,-0.02154,-0.01584,0.00846,-0.01113,-0.00212,0.00276,0.00001,0.09397,3.27643
0.020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.128113,65.587486,104.189766,57.497120,5.699873,15.782005,4.649250,15.695629,6.198976,17.447598,0,4.711173,14.156280,6.514287,11.742126,8.772938,15.609825,8.644610,14.349351,8.726317,13.773294,9.101989,13.223637,9.829050,14.409289,11.069780,14.028732,10.855754,14.785635,0,-0.01769,0.00376,-0.02082,-0.01205,0.00788,-0.01385,0.00548,0.00317,-0.00015,0.06675,3.27696
0.021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.301590,65.508759,104.098824,57.647980,5.704071,15.779114,4.656217,15.705378,6.200872,17.434500,0,4.709647,14.146784,6.523206,11.732964,8.778970,15.615284,8.643644,14.349175,8.730031,13.768600,9.110291,13.215328,9.828041,14.402893,11.070304,14.025921,10.856833,14.781925,0,-0.01880,0.00443,-0.02039,-0.01337,0.00881,-0.01049,0.00711,0.00182,0.00016,0.07813,3.27740
0.022,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.475052,65.430031,104.007881,57.798843,5.708268,15.776221,4.663185,15.715126,6.202769,17.421402,0,4.708120,14.137287,6.532125,11.723803,8.785002,15.620743,8.642678,14.349000,8.733744,13.763906,9.118594,13.207020,9.827032,14.396497,11.070828,14.023110,10.857911,14.778215,0,-0.01622,0.00402,-0.02100,-0.01631,0.00912,-0.01339,0.00474,0.00398,-0.00014,0.10403,3.27710
0.023,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.645020,65.366959,103.943184,57.961952,5.711715,15.772760,4.670148,15.726295,6.204484,17.408251,0,4.706598,14.127592,6.539476,11.714871,8.790452,15.627593,8.641313,14.347780,8.737000,13.758064,9.125957,13.198394,9.825852,14.389683,11.071108,14.019841,10.858620,14.774121,0,-0.01932,0.00392,-0.02231,-0.00862,0.00630,-0.01309,0.00134,0.00252,0.00002,0.10968,3.27686
0.024,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.789719,65.416573,104.067352,58.213207,5.709755,15.765209,4.677083,15.747682,6.204897,17.394718,0,4.705105,14.116461,6.535554,11.707599,8.791714,15.644454,8.637070,14.339045,8.736966,13.743952,9.126555,13.187485,9.823447,14.379869,11.069630,14.013274,10.856664,14.767263,0,-0.01797,0.00365,-0.02026,-0.01580,0.01251,-0.01154,0.00676,0.00389,-0.00014,0.07514,3.27716
0.025,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.934418,65.466179,104.191521,58.464458,5.707795,15.757659,4.684018,15.769070,6.205311,17.381184,0,4.703612,14.105330,6.531631,11.700327,8.792974,15.661315,8.632827,14.330309,8.736932,13.729840,9.127154,13.176576,9.821042,14.370053,11.068151,14.006707,10.854708,14.760406,0,-0.01939,0.00462,-0.02129,-0.01293,0.00970,-0.01281,0.00634,0.00223,-0.00001,0.06714,3.27741
0.026,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.079117,65.515793,104.315689,58.715714,5.705835,15.750108,4.690953,15.790457,6.205724,17.367651,0,4.702119,14.094199,6.527709,11.693055,8.794236,15.678176,8.628583,14.321573,8.736897,13.715729,9.127752,13.165667,9.818637,14.360238,11.066673,14.000141,10.852752,14.753548,0,-0.01786,0.00351,-0.02053,-0.01223,0.00904,-0.01324,0.00461,0.00276,0.00015,0.10156,3.27718
0.027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.203217,65.579407,104.450905,58.959000,5.704895,15.743226,4.699182,15.813129,6.206238,17.354761,0,4.700637,14.083462,6.524239,11.685541,8.795558,15.697437,8.624437,14.312262,8.736864,13.701649,9.128299,13.154635,9.816364,14.350337,11.065322,13.993958,10.851100,14.747181,0,-0.01663,0.00224,-0.01985,-0.01393,0.00829,-0.01238,0.00666,0.00288,0.00001,0.10522,3.27696
0.028,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.179031,65.743828,104.665649,59.144939,5.711287,15.741162,4.716713,15.845051,6.207479,17.346504,0,4.699240,14.075556,6.524026,11.676283,8.797318,15.733974,8.620989,14.298800,8.736837,13.687796,9.128475,13.142730,9.815048,14.339811,11.064882,13.990533,10.851643,14.744342,0,-0.01770,0.00350,-0.02039,-0.01451,0.00649,-0.01363,0.00372,0.00313,0.00000,0.09163,3.27681
0.029,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.154846,65.908241,104.880394,59.330879,5.717680,15.739099,4.734246,15.876972,6.208719,17.338249,0,4.697843,14.067650,6.523814,11.667025,8.799079,15.770512,8.617540,14.285336,8.736811,13.673943,9.128651,13.130824,9.813733,14.329287,11.064444,13.987107,10.852184,14.741502,0,-0.01870,0.00509,-0.02032,-0.01305,0.00916,-0.01361,0.00479,0.00279,-0.00001,0.07790,3.27670
0.030,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.130661,66.072662,105.095139,59.516819,5.724072,15.737035,4.751778,15.908894,6.209960,17.329992,0,4.696445,14.059744,6.523601,11.657766,8.800838,15.807049,8.614092,14.271874,8.736784,13.660090,9.128826,13.118919,9.812418,14.318762,11.064004,13.983683,10.852726,14.738663,0,-0.01795,0.00331,-0.02165,-0.01338,0.00875,-0.01263,0.00375,0.00245,0.00015,0.06697,3.27693
0.031,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.074661,66.229523,105.301521,59.694103,5.730157,15.734676,4.767962,15.941812,6.211205,17.321367,0,4.695766,14.051167,6.523890,11.647654,8.802658,15.844088,8.610867,14.257928,8.736651,13.645927,9.128889,13.107209,9.811130,14.308329,11.063777,13.980040,10.852980,14.735384,0,-0.01764,0.00269,-0.02031,-0.01479,0.00815,-0.01255,0.00007,0.00292,0.00015,0.08939,3.27713
0.032,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.789688,66.332001,105.447739,59.809109,5.734020,15.730199,4.774445,15.981904,6.212477,17.310078,0,4.700255,14.037749,6.527787,11.631394,8.804898,15.884738,8.609249,14.240493,8.735758,13.629537,9.128138,13.096910,9.810038,14.298561,11.065074,13.974830,10.851162,14.728945,0,-0.01866,0.00336,-0.01806,-0.01311,0.00818,-0.01350,0.00350,0.00453,0.00016,0.10275,3.27713
0.033,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.504715,66.434479,105.593964,59.924114,5.737884,15.725721,4.780928,16.021996,6.213749,17.298788,0,4.704744,14.024332,6.531683,11.615135,8.807138,15.925388,8.607632,14.223058,8.734864,13.613147,9.127386,13.086610,9.808945,14.288793,11.066371,13.969619,10.849344,14.722506,0,-0.01812,0.00427,-0.02241,-0.01266,0.00689,-0.01287,0.00453,0.00463,0.00029,0.10816,3.27714
0.034,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.219742,66.536957,105.740181,60.039120,5.741748,15.721244,4.787410,16.062088,6.215021,17.287500,0,4.709233,14.010915,6.535580,11.598876,8.809379,15.966039,8.606013,14.205623,8.733971,13.596756,9.126635,13.076310,9.807853,14.279024,11.067668,13.964409,10.847527,14.716066,0,-0.01770,0.00376,-0.02128,-0.01289,0.01280,-0.01373,0.00498,0.00139,0.00015,0.06791,3.27722
0.035,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.930710,66.597969,105.878258,60.153133,5.746340,15.716598,4.793715,16.103670,6.216243,17.275988,0,4.713212,13.997926,6.538595,11.584158,8.810221,16.008514,8.604902,14.189065,8.733263,13.581110,9.126521,13.065742,9.806662,14.269060,11.068726,13.959402,10.845727,14.709837,0,-0.01871,0.00428,-0.02083,-0.01378,0.00623,-0.01209,0.00631,0.00430,-0.00014,0.06273,3.27731
0.036,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.612488,66.360588,105.957756,60.260021,5.756173,15.710735,4.798731,16.155972,6.217099,17.262869,0,4.713530,13.988009,6.535263,11.580531,8.801003,16.064121,8.607433,14.178824,8.733888,13.570821,9.130997,13.053235,9.804766,14.257685,11.068059,13.955857,10.844054,14.705112,0,-0.01796,0.00503,-0.02148,-0.01324,0.00821,-0.01326,0.00568,0.00337,0.00001,0.12574,3.27754
0.037,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.294266,66.123199,106.037254,60.366905,5.766006,15.704873,4.803749,16.208273,6.217956,17.249750,0,4.713848,13.978094,6.531931,11.576904,8.791784,16.119726,8.609965,14.168584,8.734512,13.560533,9.135472,13.040729,9.802870,14.246308,11.067392,13.952313,10.842382,14.700388,0,-0.01905,0.00305,-0.02094,-0.01366,0.00961,-0.01281,0.00267,0.00408,-0.00015,0.09625,3.27766
0.038,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.976044,65.885818,106.116745,60.473789,5.775839,15.699011,4.808765,16.260574,6.218812,17.236631,0,4.714165,13.968179,6.528600,11.573277,8.782566,16.175333,8.612496,14.158344,8.735138,13.550243,9.139948,13.028222,9.800974,14.234933,11.066727,13.948770,10.840710,14.695663,0,-0.01845,0.00499,-0.01979,-0.01387,0.00828,-0.01331,0.00649,0.00351,-0.00015,0.08539,3.27698
0.039,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.701523,65.646011,106.179924,60.589161,5.784705,15.693585,4.812762,16.311916,6.219106,17.223759,0,4.714724,13.957769,6.525642,11.569642,8.774492,16.232594,8.614983,14.148484,8.735486,13.540112,9.144265,13.015244,9.798984,14.223511,11.066207,13.945186,10.838607,14.691002,0,-0.01812,0.00371,-0.02109,-0.01465,0.00838,-0.01241,0.00544,0.00349,0.00000,0.07713,3.27646
0.040,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.741608,65.388817,106.125626,60.765602,5.786613,15.691301,4.809414,16.356369,6.215359,17.212654,0,4.717017,13.943807,6.525376,11.565948,8.774659,16.301765,8.617144,14.141360,8.733841,13.531105,9.147439,12.998876,9.796319,14.211750,11.066751,13.941318,10.833405,14.686791,0,-0.01710,0.00327,-0.02054,-0.01555,0.00822,-0.01245,0.00970,0.00277,-0.00013,0.08432,3.27730
0.041,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.781693,65.131622,106.071327,60.942043,5.788521,15.689016,4.806067,16.400822,6.211612,17.201550,0,4.719311,13.929844,6.525110,11.562255,8.774825,16.370935,8.619305,14.134236,8.732197,13.522098,9.150613,12.982508,9.793654,14.199989,11.067293,13.937450,10.828205,14.682580,0,-0.02045,0.00249,-0.02075,-0.01215,0.00908,-0.01413,0.00155,0.00379,0.00000,0.09511,3.27800
0.042,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.821777,64.874428,106.017029,61.118484,5.790429,15.686732,4.802720,16.445274,6.207865,17.190445,0,4.721605,13.915882,6.524843,11.558561,8.774992,16.440105,8.621466,14.127112,8.730553,13.513091,9.153787,12.966139,9.790989,14.188229,11.067837,13.933582,10.823005,14.678370,0,-0.01930,0.00432,-0.02042,-0.01522,0.00944,-0.01335,0.02015,0.00266,0.00015,0.09672,3.27762
0.043,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.889130,64.625542,105.957008,61.301422,5.792608,15.684303,4.800158,16.489824,6.204350,17.179001,0,4.723465,13.902309,6.524605,11.554359,8.781499,16.508276,8.622804,14.119455,8.729267,13.503590,9.156925,12.950184,9.788284,14.176590,11.067888,13.929129,10.818415,14.674028,0,-0.01796,0.00294,-0.02032,-0.01329,0.00850,-0.01196,0.01099,0.00350,0.00000,0.09935,3.27727
0.044,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.152832,64.436440,105.855827,61.531132,5.796741,15.680829,4.803255,16.535089,6.202506,17.165121,0,4.722212,13.891544,6.524566,11.546499,8.833635,16.569254,8.618214,14.107955,8.730564,13.490526,9.159807,12.937206,9.785286,14.165827,11.064403,13.920461,10.818223,14.668753,0,-0.02176,0.00426,-0.02291,-0.01333,0.00861,-0.01246,0.00332,0.00159,0.00015,0.06646,3.27711
0.045,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.416519,64.247337,105.754646,61.760841,5.800875,15.677355,4.806352,16.580355,6.200661,17.151241,0,4.720959,13.880779,6.524527,11.538639,8.885772,16.630230,8.613624,14.096456,8.731862,13.477464,9.162689,12.924228,9.782289,14.155065,11.060917,13.911793,10.818031,14.663478,0,-0.01577,0.00336,-0.02340,-0.01457,0.00909,-0.01335,0.00512,0.00261,-0.00013,0.08126,3.27698
0.046,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.680206,64.058235,105.653465,61.990551,5.805008,15.673881,4.809448,16.625620,6.198817,17.137360,0,4.719706,13.870014,6.524488,11.530779,8.937908,16.691208,8.609035,14.084955,8.733159,13.464400,9.165571,12.911250,9.779291,14.144301,11.057431,13.903125,10.817840,14.658202,0,-0.01926,0.00580,-0.01984,-0.01306,0.00767,-0.01351,0.00734,0.00314,0.00000,0.11279,3.27698
0.047,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.882950,63.885899,105.558228,62.228504,5.808630,15.670420,4.812676,16.670849,6.196734,17.123602,0,4.718595,13.859146,6.523842,11.522622,8.986032,16.752209,8.604811,14.073568,8.734180,13.451653,9.168035,12.898313,9.776174,14.133407,11.054146,13.894341,10.817128,14.653173,0,-0.01684,0.00494,-0.02031,-0.01288,0.00842,-0.01286,0.00752,0.00237,0.00015,0.09939,3.27693
0.048,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.647125,63.834194,105.505783,62.525799,5.808576,15.667054,4.816846,16.715826,6.192936,17.110718,0,4.718511,13.847536,6.518829,11.512334,9.005270,16.813383,8.603221,14.062995,8.733211,13.441176,9.167484,12.885669,9.772199,14.121561,11.052304,13.884727,10.812674,14.649918,0,-0.01861,0.00468,-0.01880,-0.01462,0.00963,-0.01326,0.00240,0.00499,0.00015,0.08394,3.27655
0.049,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.411301,63.782494,105.453331,62.823090,5.808522,15.663689,4.821015,16.760801,6.189138,17.097834,0,4.718426,13.835926,6.513816,11.502046,9.024509,16.874556,8.601631,14.052422,8.732241,13.430700,9.166935,12.873025,9.768223,14.109715,11.050462,13.875113,10.808218,14.646663,0,-0.01914,0.00341,-0.02140,-0.01316,0.00746,-0.01283,0.01163,0.00292,0.00016,0.06421,3.27621
0.050,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.175476,63.730793,105.400879,63.120384,5.808468,15.660323,4.825185,16.805779,6.185340,17.084951,0,4.718341,13.824317,6.508803,11.491757,9.043748,16.935730,8.600041,14.041848,8.731271,13.420223,9.166386,12.860381,9.764247,14.097870,11.048619,13.865498,10.803763,14.643407,0,-0.01751,0.00381,-0.02042,-0.01437,0.00841,-0.01182,-0.00905,0.00221,0.00000,0.10503,3.27621
0.051,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.935013,63.679760,105.361771,63.428562,5.808650,15.657495,4.828940,16.850794,6.182237,17.072628,0,4.718318,13.813396,6.504783,11.481988,9.062086,16.993505,8.598566,14.031122,8.730095,13.408869,9.165913,12.847497,9.760179,14.085854,11.046353,13.855822,10.799706,14.640020,0,-0.02366,0.00362,-0.02086,-0.01409,0.00938,-0.01203,0.01515,0.00186,0.00001,0.10578,3.27625
0.052,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.661179,63.633560,105.418709,63.815052,5.810533,15.658534,4.829711,16.896080,6.184139,17.064348,0,4.718737,13.807431,6.507916,11.475950,9.073942,17.026825,8.597921,14.019297,8.727433,13.391198,9.165991,12.832886,9.755438,14.072602,11.041035,13.845707,10.798511,14.635692,0,-0.01819,0.00493,-0.01762,-0.01366,0.00672,-0.01423,0.03204,0.00297,0.00029,0.08493,3.27655
0.053,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.387360,63.587360,105.475639,64.201546,5.812416,15.659573,4.830482,16.941366,6.186040,17.056068,0,4.719155,13.801467,6.511048,11.469913,9.085798,17.060144,8.597276,14.007471,8.724771,13.373527,9.166069,12.818274,9.750698,14.059352,11.035716,13.835592,10.797315,14.631362,0,-0.02137,0.00361,-0.02254,-0.01454,0.00765,-0.01305,-0.03494,0.00474,0.00015,0.08674,3.27684
0.054,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.113541,63.541161,105.532578,64.588036,5.814299,15.660611,4.831253,16.986652,6.187942,17.047789,0,4.719574,13.795503,6.514181,11.463875,9.097654,17.093464,8.596630,13.995646,8.722110,13.355855,9.166147,12.803663,9.745957,14.046101,11.030397,13.825478,10.796120,14.627033,0,-0.01690,0.00305,-0.02415,-0.01395,0.00864,-0.01285,-0.00318,0.00229,0.00015,0.05766,3.27699
0.055,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.878464,63.476070,105.592934,64.968475,5.815734,15.660872,4.832036,17.030283,6.189666,17.039040,0,4.720341,13.788625,6.517179,11.456886,9.113232,17.131577,8.596061,13.983259,8.719589,13.338682,9.165932,12.788976,9.741406,14.032928,11.025445,13.815791,10.794808,14.622292,0,-0.02007,0.00438,-0.00635,-0.01462,0.00853,-0.01317,-0.02747,0.00254,-0.00015,0.09966,3.27715
0.056,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.922180,63.275051,105.677933,65.305367,5.813948,15.655529,4.832901,17.061996,6.190109,17.026922,0,4.723611,13.775171,6.519202,11.443052,9.155589,17.204182,8.596040,13.966837,8.718077,13.325099,9.163604,12.773743,9.738215,14.020308,11.023127,13.809182,10.792664,14.614588,0,-0.01758,0.00391,-0.02731,-0.01368,0.00883,-0.01297,0.01012,0.00298,-0.00001,0.11742,3.27730
0.057,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.965912,63.074032,105.762939,65.642258,5.812162,15.650187,4.833767,17.093712,6.190552,17.014803,0,4.726881,13.761718,6.521225,11.429218,9.197948,17.276787,8.596019,13.950416,8.716564,13.311516,9.161275,12.758510,9.735024,14.007688,11.020808,13.802573,10.790519,14.606884,0,-0.02164,0.00356,-0.01974,-0.01433,0.00835,-0.01335,0.00365,0.00318,0.00029,0.08173,3.27744
